"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 17 14:10:19 GMT 2022","Wed Aug 17 14:10:20 GMT 2022","670","Отправляем сетевые запросы","","","","","Получить все todos (no accept), 200",""
"passed","Wed Aug 17 14:10:14 GMT 2022","Wed Aug 17 14:10:14 GMT 2022","409","Отправляем сетевые запросы","","","","","Получить todo по ID, 404",""
"passed","Wed Aug 17 14:10:19 GMT 2022","Wed Aug 17 14:10:19 GMT 2022","458","Отправляем сетевые запросы","","","","","Получить все todos (предпочтительный формат результата XML), 200",""
"passed","Wed Aug 17 14:10:22 GMT 2022","Wed Aug 17 14:10:23 GMT 2022","456","Отправляем сетевые запросы","","","","","Создать todo c Content-Type ""application/json"", но Accept ""application/xml"", 400",""
"passed","Wed Aug 17 14:10:16 GMT 2022","Wed Aug 17 14:10:17 GMT 2022","817","Отправляем сетевые запросы","","","","","Обновить данные в todos/{id}, 200",""
"passed","Wed Aug 17 14:10:13 GMT 2022","Wed Aug 17 14:10:14 GMT 2022","822","Отправляем сетевые запросы","","","","","Получить todo по ID, 200",""
"passed","Wed Aug 17 14:10:20 GMT 2022","Wed Aug 17 14:10:21 GMT 2022","481","Отправляем сетевые запросы","","","","","Получить все todos (некорректный header), 406",""
"passed","Wed Aug 17 14:10:13 GMT 2022","Wed Aug 17 14:10:13 GMT 2022","211","Отправляем сетевые запросы","","","","","Вызвать несуществующий endpoint /todo, 404",""
"passed","Wed Aug 17 14:10:18 GMT 2022","Wed Aug 17 14:10:19 GMT 2022","482","Отправляем сетевые запросы","","","","","Получить все todos (результат в формате XML), 200",""
"failed","Wed Aug 17 14:10:12 GMT 2022","Wed Aug 17 14:10:13 GMT 2022","416","Отправляем сетевые запросы","","","","","Получить все todos (результат в формате JSON), 200",""
"passed","Wed Aug 17 14:10:12 GMT 2022","Wed Aug 17 14:10:12 GMT 2022","533","Отправляем сетевые запросы","","","","","Получить список заданий, 200",""
"passed","Wed Aug 17 14:10:19 GMT 2022","Wed Aug 17 14:10:19 GMT 2022","417","Отправляем сетевые запросы","","","","","Получить все todos (формат результата any), 200",""
"passed","Wed Aug 17 14:10:15 GMT 2022","Wed Aug 17 14:10:15 GMT 2022","462","Отправляем сетевые запросы","","","","","Создать todo, 201",""
"passed","Wed Aug 17 14:10:18 GMT 2022","Wed Aug 17 14:10:18 GMT 2022","389","Отправляем сетевые запросы","","","","","Получить OPTIONS /todos, 200",""
"passed","Wed Aug 17 14:10:14 GMT 2022","Wed Aug 17 14:10:15 GMT 2022","466","Отправляем сетевые запросы","","","","","Получить HEAD /todos, 200",""
"passed","Wed Aug 17 14:10:15 GMT 2022","Wed Aug 17 14:10:16 GMT 2022","374","Отправляем сетевые запросы","","","","","Отфильтровать todos по doneStatus=true, 200",""
"passed","Wed Aug 17 14:10:16 GMT 2022","Wed Aug 17 14:10:16 GMT 2022","436","Отправляем сетевые запросы","","","","","Получить ошибку по doneStatus на POST todo, 400",""
"passed","Wed Aug 17 14:10:21 GMT 2022","Wed Aug 17 14:10:22 GMT 2022","314","Отправляем сетевые запросы","","","","","Создать todo (формат contentType некорректен), 415",""
"passed","Wed Aug 17 14:10:22 GMT 2022","Wed Aug 17 14:10:22 GMT 2022","502","Отправляем сетевые запросы","","","","","Создать todo c Content-Type ""application/xml"", но Accept ""application/json"", 400",""
"passed","Wed Aug 17 14:10:21 GMT 2022","Wed Aug 17 14:10:21 GMT 2022","443","Отправляем сетевые запросы","","","","","Создать todo (формат body JSON), 201",""
"passed","Wed Aug 17 14:10:17 GMT 2022","Wed Aug 17 14:10:18 GMT 2022","843","Отправляем сетевые запросы","","","","","Удалить запись todos/{id}, 200",""
"passed","Wed Aug 17 14:10:21 GMT 2022","Wed Aug 17 14:10:21 GMT 2022","418","Отправляем сетевые запросы","","","","","Создать todo (формат body XML), 201",""
