"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 02 13:19:36 GMT 2022","Sat Jul 02 13:19:37 GMT 2022","921","Отправляем сетевые запросы","","","","","Получить todo по ID, 200",""
"passed","Sat Jul 02 13:19:39 GMT 2022","Sat Jul 02 13:19:40 GMT 2022","867","Отправляем сетевые запросы","","","","","Обновить данные в todos/{id}, 200",""
"passed","Sat Jul 02 13:19:44 GMT 2022","Sat Jul 02 13:19:44 GMT 2022","377","Отправляем сетевые запросы","","","","","Создать todo (формат contentType некорректен), 415",""
"passed","Sat Jul 02 13:19:43 GMT 2022","Sat Jul 02 13:19:44 GMT 2022","441","Отправляем сетевые запросы","","","","","Создать todo (формат body XML), 201",""
"passed","Sat Jul 02 13:19:37 GMT 2022","Sat Jul 02 13:19:37 GMT 2022","475","Отправляем сетевые запросы","","","","","Получить todo по ID, 404",""
"passed","Sat Jul 02 13:19:42 GMT 2022","Sat Jul 02 13:19:43 GMT 2022","475","Отправляем сетевые запросы","","","","","Получить все todos (no accept), 200",""
"passed","Sat Jul 02 13:19:43 GMT 2022","Sat Jul 02 13:19:43 GMT 2022","462","Отправляем сетевые запросы","","","","","Получить все todos (некорректный header), 406",""
"passed","Sat Jul 02 13:19:37 GMT 2022","Sat Jul 02 13:19:38 GMT 2022","538","Отправляем сетевые запросы","","","","","Создать todo, 201",""
"passed","Sat Jul 02 13:19:40 GMT 2022","Sat Jul 02 13:19:40 GMT 2022","788","Отправляем сетевые запросы","","","","","Удалить запись todos/{id}, 200",""
"passed","Sat Jul 02 13:19:44 GMT 2022","Sat Jul 02 13:19:45 GMT 2022","447","Отправляем сетевые запросы","","","","","Создать todo c Content-Type ""application/xml"", но Accept ""application/json"", 400",""
"failed","Sat Jul 02 13:19:35 GMT 2022","Sat Jul 02 13:19:35 GMT 2022","476","Отправляем сетевые запросы","","","","","Получить все todos (результат в формате JSON), 200",""
"passed","Sat Jul 02 13:19:41 GMT 2022","Sat Jul 02 13:19:41 GMT 2022","425","Отправляем сетевые запросы","","","","","Получить все todos (результат в формате XML), 200",""
"passed","Sat Jul 02 13:19:35 GMT 2022","Sat Jul 02 13:19:36 GMT 2022","275","Отправляем сетевые запросы","","","","","Вызвать несуществующий endpoint /todo, 404",""
"passed","Sat Jul 02 13:19:34 GMT 2022","Sat Jul 02 13:19:35 GMT 2022","504","Отправляем сетевые запросы","","","","","Получить список заданий, 200",""
"passed","Sat Jul 02 13:19:38 GMT 2022","Sat Jul 02 13:19:39 GMT 2022","371","Отправляем сетевые запросы","","","","","Получить ошибку по doneStatus на POST todo, 400",""
"passed","Sat Jul 02 13:19:45 GMT 2022","Sat Jul 02 13:19:45 GMT 2022","413","Отправляем сетевые запросы","","","","","Создать todo c Content-Type ""application/json"", но Accept ""application/xml"", 400",""
"passed","Sat Jul 02 13:19:38 GMT 2022","Sat Jul 02 13:19:38 GMT 2022","405","Отправляем сетевые запросы","","","","","Отфильтровать todos по doneStatus=true, 200",""
"passed","Sat Jul 02 13:19:42 GMT 2022","Sat Jul 02 13:19:42 GMT 2022","480","Отправляем сетевые запросы","","","","","Получить все todos (предпочтительный формат результата XML), 200",""
"passed","Sat Jul 02 13:19:40 GMT 2022","Sat Jul 02 13:19:41 GMT 2022","372","Отправляем сетевые запросы","","","","","Получить OPTIONS /todos, 200",""
"passed","Sat Jul 02 13:19:41 GMT 2022","Sat Jul 02 13:19:42 GMT 2022","468","Отправляем сетевые запросы","","","","","Получить все todos (формат результата any), 200",""
"passed","Sat Jul 02 13:19:44 GMT 2022","Sat Jul 02 13:19:44 GMT 2022","425","Отправляем сетевые запросы","","","","","Создать todo (формат body JSON), 201",""
"passed","Sat Jul 02 13:19:37 GMT 2022","Sat Jul 02 13:19:37 GMT 2022","431","Отправляем сетевые запросы","","","","","Получить HEAD /todos, 200",""
