"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 02 13:14:30 GMT 2022","Sat Jul 02 13:14:30 GMT 2022","324","Отправляем сетевые запросы","","","","","Удалить запись todos/{id}, 200",""
"passed","Sat Jul 02 13:14:29 GMT 2022","Sat Jul 02 13:14:29 GMT 2022","80","Отправляем сетевые запросы","","","","","Вызвать несуществующий endpoint /todo, 404",""
"failed","Sat Jul 02 13:14:28 GMT 2022","Sat Jul 02 13:14:29 GMT 2022","181","Отправляем сетевые запросы","","","","","Получить все todos (результат в формате JSON), 200",""
"passed","Sat Jul 02 13:14:32 GMT 2022","Sat Jul 02 13:14:32 GMT 2022","143","Отправляем сетевые запросы","","","","","Создать todo c Content-Type ""application/json"", но Accept ""application/xml"", 400",""
"passed","Sat Jul 02 13:14:31 GMT 2022","Sat Jul 02 13:14:31 GMT 2022","151","Отправляем сетевые запросы","","","","","Получить все todos (некорректный header), 406",""
"passed","Sat Jul 02 13:14:29 GMT 2022","Sat Jul 02 13:14:29 GMT 2022","191","Отправляем сетевые запросы","","","","","Создать todo, 201",""
"passed","Sat Jul 02 13:14:29 GMT 2022","Sat Jul 02 13:14:29 GMT 2022","111","Отправляем сетевые запросы","","","","","Получить todo по ID, 404",""
"passed","Sat Jul 02 13:14:29 GMT 2022","Sat Jul 02 13:14:29 GMT 2022","122","Отправляем сетевые запросы","","","","","Отфильтровать todos по doneStatus=true, 200",""
"passed","Sat Jul 02 13:14:30 GMT 2022","Sat Jul 02 13:14:31 GMT 2022","152","Отправляем сетевые запросы","","","","","Получить все todos (формат результата any), 200",""
"passed","Sat Jul 02 13:14:30 GMT 2022","Sat Jul 02 13:14:30 GMT 2022","165","Отправляем сетевые запросы","","","","","Получить все todos (результат в формате XML), 200",""
"passed","Sat Jul 02 13:14:31 GMT 2022","Sat Jul 02 13:14:31 GMT 2022","145","Отправляем сетевые запросы","","","","","Создать todo (формат body XML), 201",""
"passed","Sat Jul 02 13:14:30 GMT 2022","Sat Jul 02 13:14:30 GMT 2022","114","Отправляем сетевые запросы","","","","","Получить OPTIONS /todos, 200",""
"passed","Sat Jul 02 13:14:31 GMT 2022","Sat Jul 02 13:14:31 GMT 2022","152","Отправляем сетевые запросы","","","","","Получить все todos (no accept), 200",""
"passed","Sat Jul 02 13:14:29 GMT 2022","Sat Jul 02 13:14:29 GMT 2022","119","Отправляем сетевые запросы","","","","","Получить HEAD /todos, 200",""
"passed","Sat Jul 02 13:14:29 GMT 2022","Sat Jul 02 13:14:30 GMT 2022","107","Отправляем сетевые запросы","","","","","Получить ошибку по doneStatus на POST todo, 400",""
"passed","Sat Jul 02 13:14:31 GMT 2022","Sat Jul 02 13:14:31 GMT 2022","260","Отправляем сетевые запросы","","","","","Получить все todos (предпочтительный формат результата XML), 200",""
"passed","Sat Jul 02 13:14:32 GMT 2022","Sat Jul 02 13:14:32 GMT 2022","98","Отправляем сетевые запросы","","","","","Создать todo (формат contentType некорректен), 415",""
"passed","Sat Jul 02 13:14:30 GMT 2022","Sat Jul 02 13:14:30 GMT 2022","301","Отправляем сетевые запросы","","","","","Обновить данные в todos/{id}, 200",""
"passed","Sat Jul 02 13:14:32 GMT 2022","Sat Jul 02 13:14:32 GMT 2022","155","Отправляем сетевые запросы","","","","","Создать todo c Content-Type ""application/xml"", но Accept ""application/json"", 400",""
"passed","Sat Jul 02 13:14:28 GMT 2022","Sat Jul 02 13:14:28 GMT 2022","175","Отправляем сетевые запросы","","","","","Получить список заданий, 200",""
"passed","Sat Jul 02 13:14:31 GMT 2022","Sat Jul 02 13:14:32 GMT 2022","167","Отправляем сетевые запросы","","","","","Создать todo (формат body JSON), 201",""
"passed","Sat Jul 02 13:14:29 GMT 2022","Sat Jul 02 13:14:29 GMT 2022","258","Отправляем сетевые запросы","","","","","Получить todo по ID, 200",""
