"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 10 16:09:06 GMT 2022","Mon Oct 10 16:09:06 GMT 2022","351","Отправляем сетевые запросы","","","","","#13 - Получить OPTIONS /todos, 200",""
"passed","Mon Oct 10 16:09:07 GMT 2022","Mon Oct 10 16:09:07 GMT 2022","457","Отправляем сетевые запросы","","","","","#16 - Получить все todos (формат результата any), 200",""
"passed","Mon Oct 10 16:09:02 GMT 2022","Mon Oct 10 16:09:03 GMT 2022","417","Отправляем сетевые запросы","","","","","#06 - Получить todo по ID, 404",""
"passed","Mon Oct 10 16:09:13 GMT 2022","Mon Oct 10 16:09:14 GMT 2022","751","Отправляем сетевые запросы","","","","","#33 - Получить данные в /secret/note, 200",""
"passed","Mon Oct 10 16:09:16 GMT 2022","Mon Oct 10 16:09:16 GMT 2022","704","Отправляем сетевые запросы","","","","","#37 - Получить данные в /secret/note c Bearer token, 200",""
"passed","Mon Oct 10 16:09:05 GMT 2022","Mon Oct 10 16:09:06 GMT 2022","825","Отправляем сетевые запросы","","","","","#12 - Удалить запись todos/{id}, 200",""
"passed","Mon Oct 10 16:09:14 GMT 2022","Mon Oct 10 16:09:15 GMT 2022","762","Отправляем сетевые запросы","","","","","#34 - Создать заметку в /secret/note, 200",""
"passed","Mon Oct 10 16:09:04 GMT 2022","Mon Oct 10 16:09:05 GMT 2022","861","Отправляем сетевые запросы","","","","","#11 - Обновить данные в todos/{id}, 200",""
"passed","Mon Oct 10 16:09:07 GMT 2022","Mon Oct 10 16:09:08 GMT 2022","508","Отправляем сетевые запросы","","","","","#17 - Получить все todos (предпочтительный формат результата XML), 200",""
"passed","Mon Oct 10 16:09:13 GMT 2022","Mon Oct 10 16:09:13 GMT 2022","385","Отправляем сетевые запросы","","","","","#32 - Получить ошибку ""401 Unauthorized"" в GET /secret/note, 401",""
"passed","Mon Oct 10 16:09:17 GMT 2022","Mon Oct 10 16:09:18 GMT 2022","1172","Отправляем сетевые запросы","","","","","#39 - Удалить ВСЕ записи todos/{id}, 200",""
"passed","Mon Oct 10 16:09:09 GMT 2022","Mon Oct 10 16:09:09 GMT 2022","405","Отправляем сетевые запросы","","","","","#21 - Создать todo (формат body JSON), 201",""
"passed","Mon Oct 10 16:09:04 GMT 2022","Mon Oct 10 16:09:04 GMT 2022","371","Отправляем сетевые запросы","","","","","#10 - Получить ошибку по doneStatus на POST todo, 400",""
"passed","Mon Oct 10 16:09:01 GMT 2022","Mon Oct 10 16:09:01 GMT 2022","470","Отправляем сетевые запросы","","","","","#03&15 - Получить все todos (результат в формате JSON), 200",""
"passed","Mon Oct 10 16:09:12 GMT 2022","Mon Oct 10 16:09:12 GMT 2022","345","Отправляем сетевые запросы","","","","","#29 - Получить ошибку ""401 Unauthorized"" в /secret/token, 401",""
"passed","Mon Oct 10 16:09:15 GMT 2022","Mon Oct 10 16:09:16 GMT 2022","356","Отправляем сетевые запросы","","","","","#36 - Получить ошибку ""403 Forbidden"" в POST /secret/note, 403",""
"passed","Mon Oct 10 16:09:09 GMT 2022","Mon Oct 10 16:09:09 GMT 2022","499","Отправляем сетевые запросы","","","","","#20 - Создать todo (формат body XML), 201",""
"passed","Mon Oct 10 16:09:01 GMT 2022","Mon Oct 10 16:09:02 GMT 2022","888","Отправляем сетевые запросы","","","","","#05 - Получить todo по ID, 200",""
"passed","Mon Oct 10 16:09:06 GMT 2022","Mon Oct 10 16:09:07 GMT 2022","415","Отправляем сетевые запросы","","","","","#14 - Получить все todos (результат в формате XML), 200",""
"passed","Mon Oct 10 16:09:16 GMT 2022","Mon Oct 10 16:09:17 GMT 2022","738","Отправляем сетевые запросы","","","","","#38 - Создать заметку в /secret/note c Bearer token, 200",""
"passed","Mon Oct 10 16:09:11 GMT 2022","Mon Oct 10 16:09:11 GMT 2022","278","Отправляем сетевые запросы","","","","","#25 - Получить ошибку ""405 Method Not Allowed"" для метода DELETE в /heartbeat, 405",""
"passed","Mon Oct 10 16:09:08 GMT 2022","Mon Oct 10 16:09:08 GMT 2022","427","Отправляем сетевые запросы","","","","","#18 - Получить все todos (no accept), 200",""
"passed","Mon Oct 10 16:09:12 GMT 2022","Mon Oct 10 16:09:13 GMT 2022","474","Отправляем сетевые запросы","","","","","#30 - Успешная аутентификация  в /secret/token, 201",""
"passed","Mon Oct 10 16:09:11 GMT 2022","Mon Oct 10 16:09:12 GMT 2022","425","Отправляем сетевые запросы","","","","","#28 - Получить ответ ""204 No Content"" для метода GET в /heartbeat, 204",""
"passed","Mon Oct 10 16:09:13 GMT 2022","Mon Oct 10 16:09:13 GMT 2022","442","Отправляем сетевые запросы","","","","","#31 - Получить ошибку ""403 Forbidden"" в GET /secret/note, 403",""
"passed","Mon Oct 10 16:09:03 GMT 2022","Mon Oct 10 16:09:04 GMT 2022","459","Отправляем сетевые запросы","","","","","#08 - Создать todo, 201",""
"passed","Mon Oct 10 16:09:11 GMT 2022","Mon Oct 10 16:09:11 GMT 2022","257","Отправляем сетевые запросы","","","","","#27 - Получить ошибку ""501 Not Implemented"" для метода TRACE в /heartbeat, 501",""
"passed","Mon Oct 10 16:09:11 GMT 2022","Mon Oct 10 16:09:11 GMT 2022","203","Отправляем сетевые запросы","","","","","#26 - Получить ошибку ""500 Internal Server Error"" для метода PATCH в /heartbeat, 500",""
"passed","Mon Oct 10 16:09:01 GMT 2022","Mon Oct 10 16:09:01 GMT 2022","235","Отправляем сетевые запросы","","","","","#04 - Вызвать несуществующий endpoint /todo, 404",""
"passed","Mon Oct 10 16:09:04 GMT 2022","Mon Oct 10 16:09:04 GMT 2022","343","Отправляем сетевые запросы","","","","","#09 - Отфильтровать todos по doneStatus=true, 200",""
"passed","Mon Oct 10 16:09:10 GMT 2022","Mon Oct 10 16:09:11 GMT 2022","413","Отправляем сетевые запросы","","","","","#24 - Создать todo c Content-Type ""application/json"", но Accept ""application/xml"", 400",""
"passed","Mon Oct 10 16:09:15 GMT 2022","Mon Oct 10 16:09:15 GMT 2022","395","Отправляем сетевые запросы","","","","","#35 - Получить ошибку ""401 Unauthorized"" в POST /secret/note, 401",""
"passed","Mon Oct 10 16:09:10 GMT 2022","Mon Oct 10 16:09:10 GMT 2022","459","Отправляем сетевые запросы","","","","","#23 - Создать todo c Content-Type ""application/xml"", но Accept ""application/json"", 400",""
"passed","Mon Oct 10 16:09:09 GMT 2022","Mon Oct 10 16:09:10 GMT 2022","388","Отправляем сетевые запросы","","","","","#22 - Создать todo (формат contentType некорректен), 415",""
"passed","Mon Oct 10 16:09:08 GMT 2022","Mon Oct 10 16:09:09 GMT 2022","432","Отправляем сетевые запросы","","","","","#19 - Получить все todos (некорректный header), 406",""
"passed","Mon Oct 10 16:09:03 GMT 2022","Mon Oct 10 16:09:03 GMT 2022","348","Отправляем сетевые запросы","","","","","#07 - Получить HEAD /todos, 200",""
